RowID,Service,Service Center,State,Postal Code,Address,Latitude,Longitude,Service Details URL,Data As On
SVC1032,Liquid waste services,Cleanaway Campbellfield Contaminated Water and Workshop Waste Services,VIC,3061,"126 Barry Road, Campbellfield, VIC, 3061",-37.66724202087309,144.96513168371325,https://www.cleanaway.com.au/location/campbellfield/,2024-08-09 13:09:01
SVC1033,Office,Campbellfield ERS,VIC,3061,"84-86 Lara Way, Campbellfield, VIC, 3061",-37.66724293021068,144.96512690776305,https://www.cleanaway.com.au/location/campbellfield-ers/,2024-08-09 13:09:05
SVC1033,Public Waste Drop-off,Campbellfield ERS,VIC,3061,"84-86 Lara Way, Campbellfield, VIC, 3061",-37.66724293021068,144.96512690776305,https://www.cleanaway.com.au/location/campbellfield-ers/,2024-08-09 13:09:05
SVC1034,Solid waste services,Cleanaway Chadwick - Solid Waste Services,WA,6450,"41 Simpson Street, Chadwick, WA, 6450",-33.83934506120301,121.8962367468948,https://www.cleanaway.com.au/location/esperance-chadwick/,2024-08-09 13:09:08
SVC1034,Office,Cleanaway Chadwick - Solid Waste Services,WA,6450,"41 Simpson Street, Chadwick, WA, 6450",-33.83934506120301,121.8962367468948,https://www.cleanaway.com.au/location/esperance-chadwick/,2024-08-09 13:09:08
SVC1035,Miscellaneous,Cleanaway Clarinda Carroll Road Landfill,VIC,3169,"Carroll Road, Clarinda, VIC, 3169",-37.932723984843136,145.09372689856437,https://www.cleanaway.com.au/location/clarinda/,2024-08-09 13:09:12
SVC1036,Solid waste services,Cleanaway Clayton South Resource Recovery Centre,VIC,3169,"cnr Fraser Rd & Deals Rd, Clayton South, VIC, 3169",-37.94525778103721,145.12222022243114,https://www.cleanaway.com.au/location/clayton-resource-recovery-centre/,2024-08-09 13:09:16
SVC1037,Solid waste services,Cleanaway Coffs Harbour - Solid Waste Depot,NSW,2450,"754 Pacific Hwy, Boambee, NSW, 2450",-30.34413261205187,153.0689147374826,https://www.cleanaway.com.au/location/coffs-harbour/,2024-08-09 13:09:22
SVC1038,Solid waste services,﻿Cleanaway Coolaroo Material Recovery Facility,VIC,3048,"94 Maffra Street, Coolaroo, Vic, 3048",-37.65780523582004,144.94172450275,https://www.cleanaway.com.au/location/coolaroo/,2024-08-09 13:09:29
SVC1039,Solid waste services,Cleanaway Craiglie - Solid Waste Services,QLD,4877,"10 Teamsters Close, Craiglie, QLD, 4877",-16.538147,145.467558,https://www.cleanaway.com.au/location/craiglie/,2024-08-09 13:09:33
SVC1040,Liquid waste services,Cleanaway Crestmead - Liquid Waste Services,QLD,4132,"10 Platinum Street, Crestmead, QLD, 4132",-27.67874837810533,153.07619591827643,https://www.cleanaway.com.au/location/crestmead/,2024-08-09 13:09:37
SVC1041,Liquid waste services,Cleanaway Dandenong Liquid Waste Services,VIC,3175,"88-92 Ordish Road, Dandenong South, VIC, 3175",-38.0256031576796,145.1924643073468,https://www.cleanaway.com.au/location/dandenong-south-twt/,2024-08-09 13:09:44
SVC1042,Liquid waste services,"Cleanaway Dandenong Oil, Workshop, and Parts Washer Waste Services",VIC,3175,"19-21 Berends Drive, Dandenong South, VIC, 3175",-38.02921405347477,145.19611213703328,https://www.cleanaway.com.au/location/dandenong-south-nwo/,2024-08-09 13:09:48
SVC1043,Solid waste services,Cleanaway Dandenong South SEMTS - Solid Waste Services,VIC,3175,"73-85 Thomas Murrell Crescent, Dandenong South, Victoria, 3175",-38.02157293522325,145.19341874916216,https://www.cleanaway.com.au/location/dandenong-semts/,2024-08-09 13:09:51
SVC1043,Transfer Station,Cleanaway Dandenong South SEMTS - Solid Waste Services,VIC,3175,"73-85 Thomas Murrell Crescent, Dandenong South, Victoria, 3175",-38.02157293522325,145.19341874916216,https://www.cleanaway.com.au/location/dandenong-semts/,2024-08-09 13:09:51
SVC1044,Office,Dandenong Skin & Hyde,VIC,3175,"91 Ordish Road, Dandenong, VIC, 3175",-38.0235617,145.1928241,https://www.cleanaway.com.au/location/dandenong-skin-hyde/,2024-08-09 13:09:55
SVC1045,Solid waste services,Cleanaway Dandenong South Solid Waste Depot,VIC,3175,349 Perry Road Dandenong South VIC 3175 Australia,-38.03302757295915,145.1873499510967,https://www.cleanaway.com.au/location/dandenong-south-solid-waste-depot/,2024-08-09 13:09:58
SVC1046,Solid waste services,Cleanaway Dandenong South - Solid Waste Services,VIC,3175,"72/76 Thomas Murrell Cres, Dandenong South, VIC, 3175",-38.02104115065446,145.19383424900428,https://www.cleanaway.com.au/location/dandenong-south/,2024-08-09 13:10:02
SVC1047,Cleanaway Daniels,Cleanaway Daniels Bibra Lake - Medical Waste Services,WA,6163,"19 Coolibah Way, Bibra Lake, WA, 6163",-32.11182749087542,115.81300083055092,https://www.cleanaway.com.au/location/bibra-lake/,2024-08-09 13:10:07
SVC1048,Cleanaway Daniels,Cleanaway Daniels Dandenong South - Medical Waste Services,VIC,3175,"34-36 Cahill Street, Dandenong South, VIC, 3175",-38.02640825790237,145.19616706193867,https://www.cleanaway.com.au/location/cleanaway-daniels-dandenong/,2024-08-09 13:10:14
SVC1049,Cleanaway Daniels,Cleanaway Daniels Laverton North - Health Services,VIC,3026,"110 Dohertys Road, Laverton North, VIC, 3026",-37.828075937035166,144.79158837975473,https://www.cleanaway.com.au/location/cleanaway-daniels-laverton-north/,2024-08-09 13:10:18
SVC1050,Miscellaneous,Cleanaway Daniel’s Mitchell – Medical Waste Services,ACT,2911,"Building 1, 9 Sandford Street, Mitchell, ACT, 2911",-35.22250147154668,149.14199225813613,https://www.cleanaway.com.au/location/mitchell/,2024-08-09 13:10:22
SVC1051,Cleanaway Daniels,Cleanaway Daniels Silverwater – Medical Waste Services,NSW,2128,"41 Vore Street (Units 1 & 2, 108-120 Silverwater Rd), Silverwater, NSW, 2128",-33.83478498364579,151.0462533209851,https://www.cleanaway.com.au/location/cleanaway-daniels-vore-street-silverwater/,2024-08-09 13:10:25
SVC1052,Cleanaway Daniels,Cleanaway Daniels Wiblin Street Silverwater – Medical Waste Services,NSW,2128,"2-12-16 Wiblin Street, Silverwater, NSW, 2128",-33.8366922261095,151.0461036704018,https://www.cleanaway.com.au/location/cleanaway-daniels-wiblin-street-silverwater/,2024-08-09 13:10:30
SVC1053,Cleanaway Daniels,Cleanaway Daniels Wingfield - Medical Waste Services,SA,5017,"44-46 Francis Rd, Wingfield, SA, 5017",-34.84472759356661,138.54820707429565,https://www.cleanaway.com.au/location/cleanaway-daniels-wingfield/,2024-08-09 13:10:36
SVC1054,Cleanaway Daniels,Cleanaway Daniels Yatala - Medical Waste Services,QLD,4207,"Unit 4/63 Burnside Road, Yatala, QLD, 4207",-27.74922478049947,153.24447788220166,https://www.cleanaway.com.au/location/cleanaway-daniels-yatala/,2024-08-09 13:10:41
SVC1055,Solid waste services,Cleanaway Dardanup Solid Waste Services,WA,6236,"Lot 2, Banksia Road, Dardanup, WA, 6236",-33.42629127314418,115.77764919907574,https://www.cleanaway.com.au/location/dardanup/,2024-08-09 13:10:45
SVC1056,Industrial waste services,Cleanaway Darra Industrial Waste Services,QLD,4076,"20-28 Machinery Street, Darra, QLD, 4076",-27.578280348233992,152.94684511714811,https://www.cleanaway.com.au/location/darra/,2024-08-09 13:10:51
SVC1057,Solid waste services,Cleanaway Dawesville Solid Waste Services,WA,6211,"Tims Thicket Road, Dawesville, WA, 6211",-32.65237916212816,115.621299249341,https://www.cleanaway.com.au/location/dawesville/,2024-08-09 13:10:56
SVC1058,Solid waste services,Cleanaway Delacombe - Solid Waste Services,VIC,3350,"20 Douglas Street, Delacombe, VIC, 3350",-37.57480062234263,143.82535028354164,https://www.cleanaway.com.au/location/delacombe/,2024-08-09 13:11:00
SVC1058,Office,Cleanaway Delacombe - Solid Waste Services,VIC,3350,"20 Douglas Street, Delacombe, VIC, 3350",-37.57480062234263,143.82535028354164,https://www.cleanaway.com.au/location/delacombe/,2024-08-09 13:11:00
SVC1059,Solid waste services,Cleanaway Derby Solid Waste Services,WA,6728,"Lot 909 Millard Street, Derby, WA, 6728",-17.317786617399953,123.6488173913029,https://www.cleanaway.com.au/location/derby/,2024-08-09 13:11:04
SVC1060,Solid waste services,Cleanaway Derwent Park MRF,TAS,7009,"127 Derwent Park Road, Derwent Park TAS 7009",-42.8345726871458,147.30535362602515,https://www.cleanaway.com.au/location/derwent-park/,2024-08-09 13:11:09
SVC1061,Solid waste services,Cleanaway Doonan - Solid Waste Services,QLD,4567,"561 Eumundi Noosa Rd, Doonan, QLD, 45674566",-26.435816,153.024719,https://www.cleanaway.com.au/location/noosaville/,2024-08-09 13:11:14
SVC1062,Solid waste services,Cleanaway Dubbo - Solid Waste Services,NSW,2830,"2/2 Jannali Road, West Dubbo, NSW, 2830",-32.2415533993811,148.58408019422927,https://www.cleanaway.com.au/location/dubbo/,2024-08-09 13:11:16
SVC1062,Office,Cleanaway Dubbo - Solid Waste Services,NSW,2830,"2/2 Jannali Road, West Dubbo, NSW, 2830",-32.2415533993811,148.58408019422927,https://www.cleanaway.com.au/location/dubbo/,2024-08-09 13:11:16
SVC1063,Solid waste services,Cleanaway Dundowran CDS Depot,QLD,4655,"9 Industrial Ave. Dundowran, QLD, 4655",-25.295948827561027,152.79123023106774,https://www.cleanaway.com.au/location/dundowran-depot/,2024-08-09 13:11:22
SVC1064,Solid waste services,Cleanaway East Bendigo - Solid Waste Services,VIC,3551,"63-69 Beischer Street, East Bendigo, VIC, 3551",-36.75230709865194,144.3090067887239,https://www.cleanaway.com.au/location/bendigo/,2024-08-09 13:11:26
SVC1064,Office,Cleanaway East Bendigo - Solid Waste Services,VIC,3551,"63-69 Beischer Street, East Bendigo, VIC, 3551",-36.75230709865194,144.3090067887239,https://www.cleanaway.com.au/location/bendigo/,2024-08-09 13:11:26
SVC1065,Solid waste services,Cleanaway Eastern Creek Solids Waste Services,NSW,2766,"1A Raffles Glade, Eastern Creek, NSW, 2766",-33.79913305824948,150.83532951555915,https://www.cleanaway.com.au/location/eastern-creek/,2024-08-09 13:11:32
SVC1066,Solid waste services,Cleanaway Emerald - Solid Waste Services,QLD,4720,"23 Cotton View Rd, Emerald, QLD, 4720",-23.50416947847322,148.1495913433463,https://www.cleanaway.com.au/location/emerald/,2024-08-09 13:11:38
SVC1067,Solid waste services,Cleanaway Erskine Park Landfill,NSW,2759,"85-87 Quarry Road, Erskine Park NSW 2759",-33.81832018464325,150.78372355116778,https://www.cleanaway.com.au/location/erskine-park-landfill/,2024-08-09 13:11:44
SVC1068,Solid waste services,Cleanaway Erskine Park - Solid Waste Services,NSW,2759,"48 Quarry Road, Erskine Park, NSW, 2759",-33.81914272186035,150.78191547347808,https://www.cleanaway.com.au/location/erskine-park-solid-waste/,2024-08-09 13:11:49
