id,service_name,address,latitude,longitude,services_offered,details_url,scrape_ts,state,postcode
SVC1039,Cleanaway Craiglie - Solid Waste Services,"10 Teamsters Close, Craiglie, QLD, 4877",-16.538147,145.467558,Solid waste services,https://www.cleanaway.com.au/location/craiglie/,2024-07-26 00:08:37,QLD,4877
SVC1040,Cleanaway Crestmead - Liquid Waste Services,"10 Platinum Street, Crestmead, QLD, 4132",-27.67874837810533,153.07619591827643,Liquid waste services,https://www.cleanaway.com.au/location/crestmead/,2024-07-26 00:08:44,QLD,4132
SVC1041,Cleanaway Dandenong Liquid Waste Services,"88-92 Ordish Road, Dandenong South, VIC, 3175",-38.0256031576796,145.1924643073468,Liquid waste services,https://www.cleanaway.com.au/location/dandenong-south-twt/,2024-07-26 00:08:51,VIC,3175
SVC1042,"Cleanaway Dandenong Oil, Workshop, and Parts Washer Waste Services","19-21 Berends Drive, Dandenong South, VIC, 3175",-38.02921405347477,145.19611213703328,Liquid waste services,https://www.cleanaway.com.au/location/dandenong-south-nwo/,2024-07-26 00:08:57,VIC,3175
SVC1043,Cleanaway Dandenong South SEMTS - Solid Waste Services,"73-85 Thomas Murrell Crescent, Dandenong South, Victoria, 3175",-38.02157293522325,145.19341874916216,Solid waste services,https://www.cleanaway.com.au/location/dandenong-semts/,2024-07-26 00:09:02,VIC,3175
SVC1043,Cleanaway Dandenong South SEMTS - Solid Waste Services,"73-85 Thomas Murrell Crescent, Dandenong South, Victoria, 3175",-38.02157293522325,145.19341874916216,Transfer Station,https://www.cleanaway.com.au/location/dandenong-semts/,2024-07-26 00:09:02,VIC,3175
SVC1044,Dandenong Skin & Hyde,"91 Ordish Road, Dandenong, VIC, 3175",-38.0235617,145.1928241,Office,https://www.cleanaway.com.au/location/dandenong-skin-hyde/,2024-07-26 00:09:06,VIC,3175
SVC1045,Cleanaway Dandenong South Solid Waste Depot,349 Perry Road Dandenong South VIC 3175 Australia,-38.03302757295915,145.1873499510967,Solid waste services,https://www.cleanaway.com.au/location/dandenong-south-solid-waste-depot/,2024-07-26 00:09:14,VIC,3175
SVC1046,Cleanaway Dandenong South - Solid Waste Services,"72/76 Thomas Murrell Cres, Dandenong South, VIC, 3175",-38.02104115065446,145.19383424900428,Solid waste services,https://www.cleanaway.com.au/location/dandenong-south/,2024-07-26 00:09:24,VIC,3175
SVC1047,Cleanaway Daniels Bibra Lake - Medical Waste Services,"19 Coolibah Way, Bibra Lake, WA, 6163",-32.11182749087542,115.81300083055092,Cleanaway Daniels,https://www.cleanaway.com.au/location/bibra-lake/,2024-07-26 00:09:32,WA,6163
SVC1048,Cleanaway Daniels Dandenong South - Medical Waste Services,"34-36 Cahill Street, Dandenong South, VIC, 3175",-38.02640825790237,145.19616706193867,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-dandenong/,2024-07-26 00:09:40,VIC,3175
SVC1049,Cleanaway Daniels Laverton North - Health Services,"110 Dohertys Road, Laverton North, VIC, 3026",-37.828075937035166,144.79158837975473,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-laverton-north/,2024-07-26 00:09:47,VIC,3026
SVC1050,Cleanaway Daniel’s Mitchell – Medical Waste Services,"Building 1, 9 Sandford Street, Mitchell, ACT, 2911",-35.22250147154668,149.14199225813613,Miscellaneous,https://www.cleanaway.com.au/location/mitchell/,2024-07-26 00:09:55,ACT,2911
SVC1051,Cleanaway Daniels Silverwater – Medical Waste Services,"41 Vore Street (Units 1 & 2, 108-120 Silverwater Rd), Silverwater, NSW, 2128",-33.83478498364579,151.0462533209851,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-vore-street-silverwater/,2024-07-26 00:10:00,NSW,2128
SVC1052,Cleanaway Daniels Wiblin Street Silverwater – Medical Waste Services,"2-12-16 Wiblin Street, Silverwater, NSW, 2128",-33.8366922261095,151.0461036704018,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-wiblin-street-silverwater/,2024-07-26 00:10:08,NSW,2128
SVC1053,Cleanaway Daniels Wingfield - Medical Waste Services,"44-46 Francis Rd, Wingfield, SA, 5017",-34.84472759356661,138.54820707429565,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-wingfield/,2024-07-26 00:10:15,SA,5017
SVC1054,Cleanaway Daniels Yatala - Medical Waste Services,"Unit 4/63 Burnside Road, Yatala, QLD, 4207",-27.74922478049947,153.24447788220166,Cleanaway Daniels,https://www.cleanaway.com.au/location/cleanaway-daniels-yatala/,2024-07-26 00:10:22,QLD,4207
SVC1055,Cleanaway Dardanup Solid Waste Services,"Lot 2, Banksia Road, Dardanup, WA, 6236",-33.42629127314418,115.77764919907574,Solid waste services,https://www.cleanaway.com.au/location/dardanup/,2024-07-26 00:10:29,WA,6236
SVC1056,Cleanaway Darra Industrial Waste Services,"20-28 Machinery Street, Darra, QLD, 4076",-27.578280348233992,152.94684511714811,Industrial waste services,https://www.cleanaway.com.au/location/darra/,2024-07-26 00:10:32,QLD,4076
SVC1057,Cleanaway Dawesville Solid Waste Services,"Tims Thicket Road, Dawesville, WA, 6211",-32.65237916212816,115.621299249341,Solid waste services,https://www.cleanaway.com.au/location/dawesville/,2024-07-26 00:10:39,WA,6211
SVC1058,Cleanaway Delacombe - Solid Waste Services,"20 Douglas Street, Delacombe, VIC, 3350",-37.57480062234263,143.82535028354164,Solid waste services,https://www.cleanaway.com.au/location/delacombe/,2024-07-26 00:10:44,VIC,3350
SVC1058,Cleanaway Delacombe - Solid Waste Services,"20 Douglas Street, Delacombe, VIC, 3350",-37.57480062234263,143.82535028354164,Office,https://www.cleanaway.com.au/location/delacombe/,2024-07-26 00:10:44,VIC,3350
SVC1059,Cleanaway Derby Solid Waste Services,"Lot 909 Millard Street, Derby, WA, 6728",-17.317786617399953,123.6488173913029,Solid waste services,https://www.cleanaway.com.au/location/derby/,2024-07-26 00:10:52,WA,6728
SVC1060,Cleanaway Derwent Park MRF,"127 Derwent Park Road, Derwent Park TAS 7009",-42.8345726871458,147.30535362602515,Solid waste services,https://www.cleanaway.com.au/location/derwent-park/,2024-07-26 00:10:59,TAS,7009
SVC1061,Cleanaway Doonan - Solid Waste Services,"561 Eumundi Noosa Rd, Doonan, QLD, 45674566",-26.435816,153.024719,Solid waste services,https://www.cleanaway.com.au/location/noosaville/,2024-07-26 00:11:03,QLD,4567
SVC1062,Cleanaway Dubbo - Solid Waste Services,"2/2 Jannali Road, West Dubbo, NSW, 2830",-32.2415533993811,148.58408019422927,Solid waste services,https://www.cleanaway.com.au/location/dubbo/,2024-07-26 00:11:14,NSW,2830
SVC1062,Cleanaway Dubbo - Solid Waste Services,"2/2 Jannali Road, West Dubbo, NSW, 2830",-32.2415533993811,148.58408019422927,Office,https://www.cleanaway.com.au/location/dubbo/,2024-07-26 00:11:14,NSW,2830
SVC1063,Cleanaway Dundowran CDS Depot,"9 Industrial Ave. Dundowran, QLD, 4655",-25.295948827561027,152.79123023106774,Solid waste services,https://www.cleanaway.com.au/location/dundowran-depot/,2024-07-26 00:11:22,QLD,4655
SVC1064,Cleanaway East Bendigo - Solid Waste Services,"63-69 Beischer Street, East Bendigo, VIC, 3551",-36.75230709865194,144.3090067887239,Solid waste services,https://www.cleanaway.com.au/location/bendigo/,2024-07-26 00:11:27,VIC,3551
SVC1064,Cleanaway East Bendigo - Solid Waste Services,"63-69 Beischer Street, East Bendigo, VIC, 3551",-36.75230709865194,144.3090067887239,Office,https://www.cleanaway.com.au/location/bendigo/,2024-07-26 00:11:27,VIC,3551
SVC1065,Cleanaway Eastern Creek Solids Waste Services,"1A Raffles Glade, Eastern Creek, NSW, 2766",-33.79913305824948,150.83532951555915,Solid waste services,https://www.cleanaway.com.au/location/eastern-creek/,2024-07-26 00:11:34,NSW,2766
SVC1066,Cleanaway Emerald - Solid Waste Services,"23 Cotton View Rd, Emerald, QLD, 4720",-23.50416947847322,148.1495913433463,Solid waste services,https://www.cleanaway.com.au/location/emerald/,2024-07-26 00:11:41,QLD,4720
SVC1067,Cleanaway Erskine Park Landfill,"85-87 Quarry Road, Erskine Park NSW 2759",-33.81832018464325,150.78372355116778,Solid waste services,https://www.cleanaway.com.au/location/erskine-park-landfill/,2024-07-26 00:11:46,NSW,2759
SVC1068,Cleanaway Erskine Park - Solid Waste Services,"48 Quarry Road, Erskine Park, NSW, 2759",-33.81914272186035,150.78191547347808,Solid waste services,https://www.cleanaway.com.au/location/erskine-park-solid-waste/,2024-07-26 00:11:54,NSW,2759
SVC1069,Erskine Park Transfer Station,"85-87 Quarry Road, Erskine Park, NSW, 2759",-33.8188823594222,150.7831135000006,Transfer Station,https://www.cleanaway.com.au/location/erskine-park-transfer-station/,2024-07-26 00:11:58,NSW,2759
SVC1069,Erskine Park Transfer Station,"85-87 Quarry Road, Erskine Park, NSW, 2759",-33.8188823594222,150.7831135000006,Office,https://www.cleanaway.com.au/location/erskine-park-transfer-station/,2024-07-26 00:11:58,NSW,2759
SVC1070,Cleanaway Geraldton-Webberton Solid Waste Services,"11 Connolly Street, Webberton , WA, 6530",-28.74827835685485,114.62827788098733,Solid waste services,https://www.cleanaway.com.au/location/webberton/,2024-07-26 00:12:03,WA,6530
SVC1071,Cleanaway Gladstone - Industrial Waste Services,"41 Guerassimoff Road, Gladstone, QLD, 4680",-23.80979455426217,151.14810492116328,Industrial waste services,https://www.cleanaway.com.au/location/yarwun/,2024-07-26 00:12:12,QLD,4680
SVC1072,Cleanaway Glendenning - Liquid Waste Services,"6-8 Rayben Street, Glendenning, NSW, 2761",-33.75056846092886,150.85632264327973,Liquid waste services,https://www.cleanaway.com.au/location/glendenning/,2024-07-26 00:12:16,NSW,2761
SVC1073,Cleanaway Glendenning Municipal Collections Site,"43 Cox Place, Glendenning NSW 2761",-33.7491765448081,150.84725438595396,Solid waste services,https://www.cleanaway.com.au/location/cox-place-glendenning/,2024-07-26 00:12:23,NSW,2761
SVC1074,Cleanaway Glenorchy Solid Waste Services,1 Mckay Avenue Glenorchy TAS 7010,-42.82819751549476,147.27509695317426,Solid waste services,https://www.cleanaway.com.au/location/glenorchy/,2024-07-26 00:12:28,TAS,7010
SVC1075,Cleanaway Grafton Depot,"Shed 35, 160-170 North Street, Grafton, NSW, 2460",-29.670985262627195,152.9398891754968,Miscellaneous,https://www.cleanaway.com.au/location/grafton/,2024-07-26 00:12:36,NSW,2460
SVC1076,Cleanaway Greenacre - Solid Waste Services,"44 Claremont Avenue, Greenacre, NSW, 2190",-33.901456652112174,151.03822187131976,Solid waste services,https://www.cleanaway.com.au/location/greenacre/,2024-07-26 00:12:42,NSW,2190
SVC1077,Cleanaway Griffith - Solid Waste Services,"88 Wakaden Street, Griffith, NSW, 2680",-34.288498,146.067276,Solid waste services,https://www.cleanaway.com.au/location/griffith/,2024-07-26 00:12:48,NSW,2680
SVC1078,Cleanaway Gympie - Solid Waste Services,"19 Dennis Little Drive, Gympie, QLD, 4570",-26.223868,152.698278,Solid waste services,https://www.cleanaway.com.au/location/gympie/,2024-07-26 00:12:54,QLD,4570
SVC1079,Cleanaway Hallam Material Recovery Transfer Station,"39 Wedgewood Drive, Hallam, Vic, 3803",-38.0086916161689,145.25558345278245,Transfer Station,https://www.cleanaway.com.au/location/hallam/,2024-07-26 00:13:02,VIC,3803
SVC1080,Cleanaway Heatherbrae Liquid Waste Services,"42 Heather Street, Heatherbrae, NSW, 2324",-32.78798584680819,151.7351288525832,Liquid waste services,https://www.cleanaway.com.au/location/heatherbrae/,2024-07-26 00:13:09,NSW,2324
SVC1081,Hemmant Packaging Waste Recycling: Cardboard Paper Plastics,"94 Anton Road, Hemmant, QLD, 4174",-27.431895041434345,153.1322474976208,Miscellaneous,https://www.cleanaway.com.au/location/hemmant/,2024-07-26 00:13:19,QLD,4174
SVC1082,Cleanaway Henderson Waste Water Treatment Facility,"24 Stuart Drive, Henderson, WA, 6166",-32.16433268677475,115.77648794262564,Liquid waste services,https://www.cleanaway.com.au/location/henderson/,2024-07-26 00:13:25,WA,6166
SVC1083,Cleanaway Hervey Bay – MRF,"48-50 Industrial Ave.Dundowran, Hervey Bay, QLD, 4655",-25.29723080693281,152.7925287907059,Solid waste services,https://www.cleanaway.com.au/location/dundowran/,2024-07-26 00:13:32,QLD,4655
SVC1084,Cleanaway Hervey Bay Municipal,"18-20 Ellengowan Street, Urangan, Hervey Bay, QLD, 4655",-25.316874658210253,152.88993332407378,Solid waste services,https://www.cleanaway.com.au/location/urangan/,2024-07-26 00:13:42,QLD,4655
SVC1085,Cleanaway Holtze Solid Waste Depot,"875 Stuart Highway, Holtze, NT, 0829",-12.452588140179698,130.96376462949073,Liquid waste services,https://www.cleanaway.com.au/location/darwin-holtze/,2024-07-26 00:13:49,NT,0829
SVC1085,Cleanaway Holtze Solid Waste Depot,"875 Stuart Highway, Holtze, NT, 0829",-12.452588140179698,130.96376462949073,Industrial waste services,https://www.cleanaway.com.au/location/darwin-holtze/,2024-07-26 00:13:49,NT,0829
SVC1086,Cleanaway Hume - Solid Waste Services,"88 Sawmill Cct, Hume, ACT, 2620",-35.39688911546692,149.15948837314696,Solid waste services,https://www.cleanaway.com.au/location/hume/,2024-07-26 00:13:56,ACT,2620
SVC1087,Cleanaway Inkerman - Solid Waste Services,"Landfill Waste Service Prime Road, Inkerman, SA, 5501",-34.283768033796704,138.25928876407573,Solid waste services,https://www.cleanaway.com.au/location/inkerman/,2024-07-26 00:14:03,SA,5501
SVC1088,Cleanaway Innisfail - Solid Waste Services,"70 Goondi Mill Road, Innisfail, QLD, 4860",-17.51205952580729,146.00660426734922,Solid waste services,https://www.cleanaway.com.au/location/innisfail/,2024-07-26 00:14:18,QLD,4860
SVC1089,Cleanaway Invermay - Liquid & Industrial Waste Services,"29 Churchill Park Dr, Invermay, TAS, 7248",-41.417534657925245,147.1432381449959,Liquid waste services,https://www.cleanaway.com.au/location/invermay/,2024-07-26 00:14:31,TAS,7248
SVC1090,Cleanaway Kalgoorlie - Solid Waste Services,"5 Carnegie Street, Kalgoorlie, WA, 6430",-30.7858236500685,121.44167060172626,Solid waste services,https://www.cleanaway.com.au/location/kalgoorlie-2/,2024-07-26 00:14:37,WA,6430
SVC1091,Kalgoorlie Waste Depot,"5, Carnegie St. Broadwood Western Australia, 6430",-30.78590146457046,121.4415959498276,Miscellaneous,https://www.cleanaway.com.au/location/kalgoorlie-boulder-csw/,2024-07-26 00:14:49,WA,6430
SVC1092,Cleanaway Karratha Industrial Waste Services,"Lot 126 Tom Price Road, Cooya Pooya, WA 6714",-20.8070954635893,116.77351190870094,Industrial waste services,https://www.cleanaway.com.au/location/karratha-industrial-services/,2024-07-26 00:15:00,WA,6714
SVC1093,Cleanaway Karratha - Solid Waste Depot,"Lot 609 Warlu Rd, Cooya Pooya WA 6714",-20.811025148568405,116.77345550898944,Solid waste services,https://www.cleanaway.com.au/location/karratha/,2024-07-26 00:15:05,WA,6714
SVC1094,Cleanaway Katherine - Solid Waste Services,"2 Murray Street, Katherine, NT, 0850",-14.483119441103426,132.25791713483042,Solid waste services,https://www.cleanaway.com.au/location/katherine/,2024-07-26 00:15:14,NT,0850
SVC1095,Cleanaway Katoomba – Solid Waste Services,"41 Barton Street, Katoomba, NSW, 2780",-33.70124863930182,150.31654471987724,Solid waste services,https://www.cleanaway.com.au/location/katoomba/,2024-07-26 00:15:23,NSW,2780
SVC1095,Cleanaway Katoomba – Solid Waste Services,"41 Barton Street, Katoomba, NSW, 2780",-33.70124863930182,150.31654471987724,Office,https://www.cleanaway.com.au/location/katoomba/,2024-07-26 00:15:23,NSW,2780
SVC1096,Cleanaway Kemps Creek Resource Recovery Park,"1725 Elizabeth Drive, Kemps Creek. NSW 2178",-33.86945869624841,150.7624556675415,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-kemps-creek-resource-recovery-park/,2024-07-26 00:15:36,NSW,2178
SVC1097,Cleanaway Kooragang - Industrial Waste Services,"19 Egret Street, Kooragang, NSW, 2304",-32.88018550749655,151.767324081438,Industrial waste services,https://www.cleanaway.com.au/location/kooragang-industrial/,2024-07-26 00:15:41,NSW,2304
SVC1098,Cleanaway Kooragang TTS – Liquid Waste Services,"47 Raven Street, Kooragang Island, NSW, 2304",-32.88023893004462,151.76733075808517,Liquid waste services,https://www.cleanaway.com.au/location/kooragang-tts/,2024-07-26 00:15:48,NSW,2304
SVC1099,Cleanaway Koorlong Mildura Solid Waste Service,"428 Magnum Avenue, Koorlong (Mildura), VIC, 3500",-34.3392551,142.0981271,Office,https://www.cleanaway.com.au/location/koorlong/,2024-07-26 00:15:58,VIC,3500
SVC1100,Kronkup,"Lower Denmark Road, Kronkup, WA, 6330",-35.0207326,117.6844069,Office,https://www.cleanaway.com.au/location/kronkup/,2024-07-26 00:16:03,WA,6330
SVC1101,Cleanaway Kununurra Depot,"1 Kentia Way, Kununurra , WA, 6743",-15.757934871018726,28.7460208588387,Solid waste services,https://www.cleanaway.com.au/location/kununurra/,2024-07-26 00:16:09,WA,6743
SVC1102,Cleanaway Kwinana - Industrial Waste Services,"27 Beach Street, Kwinana Beach, WA, 6167",-32.24411646774499,115.78033381094964,Industrial waste services,https://www.cleanaway.com.au/location/kwinana/,2024-07-26 00:16:12,WA,6167
SVC1102,Cleanaway Kwinana - Industrial Waste Services,"27 Beach Street, Kwinana Beach, WA, 6167",-32.24411646774499,115.78033381094964,Office,https://www.cleanaway.com.au/location/kwinana/,2024-07-26 00:16:12,WA,6167
SVC1103,Cleanaway Kwinana - Technical and Environmental Services,"Lot 4 Mason Road, Kwinana Beach, WA, 6167",-32.224363166799755,115.77669195174768,Liquid waste services,https://www.cleanaway.com.au/location/kwinana-tes/,2024-07-26 00:16:22,WA,6167
SVC1104,Cleanaway Laverton MRF and Plastic Recovery Facility,"32 Gilbertson Rd, Laverton, Vic, 3026",-37.82160991723898,144.79576105261842,Solid waste services,https://www.cleanaway.com.au/location/laverton-mrf/,2024-07-26 00:16:28,VIC,3026
SVC1105,Cleanaway Laverton Technical Waste Services,"83 Dohertys Road, Laverton North, VIC, 3026",-37.829259684202576,144.79461135320793,Liquid waste services,https://www.cleanaway.com.au/location/laverton-north/,2024-07-26 00:16:33,VIC,3026
SVC1106,Cleanaway Leongatha Municipal Solid Waste Services,"1 Cusack Rd, Leongatha, VIC, 3953",-38.46515802548319,145.95943114716567,Solid waste services,https://www.cleanaway.com.au/location/leongatha/,2024-07-26 00:16:40,VIC,3953
SVC1106,Cleanaway Leongatha Municipal Solid Waste Services,"1 Cusack Rd, Leongatha, VIC, 3953",-38.46515802548319,145.95943114716567,Office,https://www.cleanaway.com.au/location/leongatha/,2024-07-26 00:16:40,VIC,3953
SVC1107,Cleanaway Lismore CDS Solid Waste Depot,"17 Habib Drive, Lismore, NSW, 2480",-28.822906277110995,153.26188231950778,Solid waste services,https://www.cleanaway.com.au/location/lismore/,2024-07-26 00:16:46,NSW,2480
SVC1108,Cleanaway Lonsdale - Solid Waste Services,"Lot 79 Liston Road, Lonsdale, SA, 5160",-35.096019826247016,138.50125136275895,Solid waste services,https://www.cleanaway.com.au/location/lonsdale-lot-79-liston-road/,2024-07-26 00:16:51,SA,5160
SVC1109,Cleanaway Lonsdale - Waste and Recycling Depot,"10 Donegal Road , Lonsdale, SA, 5160",-35.11899613364654,138.49303886929948,Miscellaneous,https://www.cleanaway.com.au/location/lonsdale-sawaste/,2024-07-26 00:16:59,SA,5160
SVC1110,Lucas Heights Organic Resource Recovery Facility,"Little Forest Road, Lucas Heights. NSW 2234",-34.0458007,150.9736569,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-lucas-heights-orrf/,2024-07-26 00:17:05,NSW,2234
SVC1111,Cleanaway Lucas Heights Resource Recovery Park,"Little Forest Road, Lucas Heights. NSW 2234",-34.04483428673299,150.9731024434171,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-lucas-heights-rrp/,2024-07-26 00:17:13,NSW,2234
SVC1112,Cleanaway Lysterfield Resource Recovery Centre,"840 Wellington Road, Lysterfield, VIC, 3156",-37.943951894124,145.3191043353757,Solid waste services,https://www.cleanaway.com.au/location/lysterfield/,2024-07-26 00:17:19,VIC,3156
SVC1113,Maddington Jade Street,"22-24 Jade Street, Maddington, WA, 6109",-32.03925999544982,115.99922766376258,Miscellaneous,https://www.cleanaway.com.au/location/maddington-2/,2024-07-26 00:17:26,WA,6109
SVC1114,Maddington Kenwick Rd Liquid Waste Services,"280 Kenwick Road, Maddington, WA, 6109",-32.02958970620715,115.99848870307105,Liquid waste services,https://www.cleanaway.com.au/location/maddington-kenwick/,2024-07-26 00:17:33,WA,6109
SVC1115,Maddington Valencia Way,"Lot 579 Valencia Way, Maddington, WA, 6109",-32.03567189355669,115.99618977792728,Miscellaneous,https://www.cleanaway.com.au/location/maddington/,2024-07-26 00:17:39,WA,6109
SVC1116,Cleanaway Malaga - Solid Waste Services,"171 Camboon Road, Malaga, WA, 6530",-31.866000861367517,115.88811538148046,Solid waste services,https://www.cleanaway.com.au/location/malaga/,2024-07-26 00:17:46,WA,6530
SVC1117,Cleanaway Mandurah - Solid Waste Services,"101 Park Road, Mandurah, WA, 6210",-32.51531772998657,115.7438272000268,Solid waste services,https://www.cleanaway.com.au/location/mandurah-2/,2024-07-26 00:17:52,WA,6210
SVC1118,Mandurah Tip: Transfer Station,"80 Corsican Pl, Parklands, WA, 6180",-32.504415610631085,115.75982899045232,Transfer Station,https://www.cleanaway.com.au/location/mandurah/,2024-07-26 00:18:00,WA,6180
SVC1119,Cleanaway Manjimup — Solid Waste Depot,"9 Gandy Street, Manjimup, WA, 6258",-34.25550049801965,116.149420262724,Solid waste services,https://www.cleanaway.com.au/location/manjimup-solid-waste/,2024-07-26 00:18:09,WA,6258
SVC1120,Mansfield,"C/- Trans Ag. Withers Lane, Mansfield, VIC, 3722",-37.0521693,146.0881238,Office,https://www.cleanaway.com.au/location/mansfield/,2024-07-26 00:18:16,VIC,3722
SVC1121,Cleanaway Margaret River Solid Waste Depot,"17 Auger Way, Margaret River, WA, 6285",-33.96672800321526,115.07210875324134,Solid waste services,https://www.cleanaway.com.au/location/margaret-river/,2024-07-26 00:18:21,WA,6285
SVC1121,Cleanaway Margaret River Solid Waste Depot,"17 Auger Way, Margaret River, WA, 6285",-33.96672800321526,115.07210875324134,Office,https://www.cleanaway.com.au/location/margaret-river/,2024-07-26 00:18:21,WA,6285
SVC1122,Cleanaway Melbourne Corporate Head Office,"Level 4, 441 St Kilda Road, Melbourne, VIC, 3004",-37.83943217730081,144.97763336491647,Office,https://www.cleanaway.com.au/location/melbourne/,2024-07-26 00:18:27,VIC,3004
SVC1123,Cleanaway Mildura - Solid Waste Services,"359 Benetook Avenue, Mildura, VIC, 3500",-34.199754995397875,142.17421414333316,Solid waste services,https://www.cleanaway.com.au/location/mildura/,2024-07-26 00:18:32,VIC,3500
SVC1123,Cleanaway Mildura - Solid Waste Services,"359 Benetook Avenue, Mildura, VIC, 3500",-34.199754995397875,142.17421414333316,Liquid waste services,https://www.cleanaway.com.au/location/mildura/,2024-07-26 00:18:32,VIC,3500
SVC1124,Cleanaway Milton Corporate Office,"Level 7, 135 Coronation Drive, Milton, QLD, 4064",-27.470353744143598,153.00765615951624,Office,https://www.cleanaway.com.au/location/milton/,2024-07-26 00:18:38,QLD,4064
SVC1125,Cleanaway Monash Solid Waste Transfer Station,"92 Hoskin Road, Monash, SA, 5342",-34.25684598862214,140.6050889362727,Solid waste services,https://www.cleanaway.com.au/location/monash/,2024-07-26 00:18:45,SA,5342
SVC1126,Cleanaway Moranbah - Liquid Waste Services,"13 - 19 Thorpe Street, Moranbah, QLD, 4744",-21.98603455754195,148.01488531938543,Liquid waste services,https://www.cleanaway.com.au/location/moranbah/,2024-07-26 00:18:50,QLD,4744
SVC1127,Cleanaway Morningside - Solid Waste Services,"42 Manton Street , Morningside, QLD, 4170",-27.452751757838957,153.07732429982818,Solid waste services,https://www.cleanaway.com.au/location/morningside/,2024-07-26 00:18:56,QLD,4170
SVC1128,Cleanaway Mornington - Solid Waste Services,"12A Carbine Way, Mornington, VIC, 3931",-38.23047984961146,145.06867493070044,Solid waste services,https://www.cleanaway.com.au/location/mornington-2/,2024-07-26 00:19:01,VIC,3931
SVC1128,Cleanaway Mornington - Solid Waste Services,"12A Carbine Way, Mornington, VIC, 3931",-38.23047984961146,145.06867493070044,Office,https://www.cleanaway.com.au/location/mornington-2/,2024-07-26 00:19:01,VIC,3931
SVC1129,Cleanaway Morwell Industrial Waste Services,6-8 Wegner Street Morwell Victoria 3840,-38.22987945430703,146.39682829111084,Industrial waste services,https://www.cleanaway.com.au/location/morwell-industrial-waste-services/,2024-07-26 00:19:10,VIC,3840
SVC1130,Cleanaway Morwell Solid Waste Services Municipal,"132-160 Princes Drive (Corser Rd), Morwell, VIC, 3840",-38.2335502609417,146.44215252731158,Solid waste services,https://www.cleanaway.com.au/location/morwell-municipal/,2024-07-26 00:19:17,VIC,3840
SVC1131,Cleanaway Mount Gambier Depot,"7 Eucalypt Drive, Mount Gambier, SA, 5290",-37.84419478990542,140.8039420311392,Solid waste services,https://www.cleanaway.com.au/location/mount-gambier/,2024-07-26 00:19:21,SA,5290
SVC1132,Cleanaway Mt. Isa - Liquid and Industrial Waste Services,"13 Northridge Rd, Kalkadoon, QLD, 4825",-20.688098241779148,139.48826886228483,Liquid waste services,https://www.cleanaway.com.au/location/mt-isa/,2024-07-26 00:19:26,QLD,4825
SVC1133,Cleanaway Mulgrave Industrial Waste Services,"10-16 Geddes Street, Mulgrave, VIC, 3170",-37.90667170885494,145.15499356349,Industrial waste services,https://www.cleanaway.com.au/location/mulgrave/,2024-07-26 00:19:31,VIC,3170
SVC1134,Cleanaway Narangba – Hazardous Liquid Waste Services,"8-12 Krypton Street, Narangba, QLD, 4504",-27.198908583422064,153.00245588654735,Liquid waste services,https://www.cleanaway.com.au/location/narangba-liquid-waste-services/,2024-07-26 00:19:41,QLD,4504
SVC1135,Cleanaway Narangba Solid Waste Municipal,"56 - 60 Saltwater Circuit, Narangba, QLD, 4504",-27.206933789931885,152.9885814522348,Solid waste services,https://www.cleanaway.com.au/location/narangba-2/,2024-07-26 00:19:47,QLD,4504
SVC1136,Cleanaway Narangba Vacuum Truck Liquid Waste Services,"109 Potassium Street, Narangba, QLD, 4504",-27.2005386,152.9885253,Miscellaneous,https://www.cleanaway.com.au/location/narangba/,2024-07-26 00:19:52,QLD,4504
SVC1137,Cleanaway Narangba Waste Facility,"26-32 Potassium Street, Narangba, QLD, 4504",-27.19965296246061,153.00675098434937,Liquid waste services,https://www.cleanaway.com.au/location/narangba-3/,2024-07-26 00:19:58,QLD,4504
SVC1138,Cleanaway Narangba - Waste Transfer Station,"200 Potassium Street, Narangba, QLD, 4504",-27.198941361528483,152.98986424218432,Solid waste services,https://www.cleanaway.com.au/location/narangba-transfer-station/,2024-07-26 00:20:04,QLD,4504
SVC1139,Cleanaway New Chum - Solid Waste Services,"100 Chum Street, New Chum, QLD, 4303",-27.607929297837284,152.83432464445465,Solid waste services,https://www.cleanaway.com.au/location/new-chum/,2024-07-26 00:20:10,QLD,4303
SVC1140,Cleanaway Newman Solid Waste Depot,"1568 Woodstock street, Newman, WA, 6753",-23.37238971273152,119.7304318632627,Solid waste services,https://www.cleanaway.com.au/location/newman/,2024-07-26 00:20:16,WA,6753
SVC1140,Cleanaway Newman Solid Waste Depot,"1568 Woodstock street, Newman, WA, 6753",-23.37238971273152,119.7304318632627,Industrial waste services,https://www.cleanaway.com.au/location/newman/,2024-07-26 00:20:16,WA,6753
