page_number,page_url,service_url,service_name,service_address
17,https://www.cleanaway.com.au/contact-us/our-locations/?pg=17,https://www.cleanaway.com.au/location/parkes/,Cleanaway Parkes,"28 May Street, Parkes, NSW, 2600"
17,https://www.cleanaway.com.au/contact-us/our-locations/?pg=17,https://www.cleanaway.com.au/location/parkeston/,Cleanaway Parkeston Liquid Waste Services,"Lot 33 Yarri Road, Parkeston, WA, 6434"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/parkhurst/,Cleanaway Parkhurst Solid Waste Services,"78 Waurn Street, Parkhurst, QLD, 4701"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/peakhurst/,Cleanaway Peakhurst Solid Waste Depot,"8-10 Depot Road, Mortdale, NSW, 2210"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/perth-material-recovery-facility/,Cleanaway Perth MRF,"72 Hyne Road, South Guildford, WA, 6055"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/pinjarra/,Cleanaway Pinjarra,"Alocoa Access Road, South West Highway, Pinjarra, WA, 6208"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/port-adelaide/,Cleanaway Port Adelaide Solid Waste Services,"2 Francis Rd, Wingfield SA 5013, Australia"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/stirling-north/,Cleanaway Port Augusta Solid Waste Transfer Station,"Lot 10 Footner Road, Port Augusta, SA, 5710"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/wedgefield/,Cleanaway Port Hedland Liquid & Technical Services,"20 Schillaman Street, Wedgefield, WA, 6721"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/port-hedland/,Cleanaway Port Hedland Solid Waste Services,"18 Schillaman Street, Wedgefield, WA, 6721"
18,https://www.cleanaway.com.au/contact-us/our-locations/?pg=18,https://www.cleanaway.com.au/location/port-kembla/,Cleanaway Port Kembla Liquid Waste Services,"Recycling Area 21, Bluescope Steel, Springhill Road, Port Kembla, NSW, 2505"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/moolap/,Cleanaway Portarlington Road Moolap Depot,"317 Portarlington Road, Moolap, VIC, 3224"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/portsmith/,Cleanaway Portsmith Cairns Solid Waste Services,"66 Fearnley Street, Portsmith Cairns, QLD, 4870"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/queanbeyan/,Cleanaway Queanbeyan Liquid Waste Depot,"42B Aurora Ave, Queanbeyan, NSW, 2620"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/ramsay-sa/,Cleanaway Ramsay – Port Vincent Transfer Station,"Section 100 Dump Road, Ramsay, SA, 5575"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/ravenhall/,Cleanaway Ravenhall Melbourne Regional Landfill,"1100-1152 Christies Road, Ravenhall, VIC, 3023"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/cleanaway-rockdale-resource-recovery-centre/,Cleanaway Rockdale Resource Recovery Centre,"5 Lindsay Street, Rockdale. NSW 2116"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/rockhampton/,Cleanaway Rockhampton NWO & ERS Liquid Waste Service,"Dooley St & Robinson St, Rockhampton City, QLD, 4700"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/rokeby/,Cleanaway Rokeby Technical and Environmental Services,"8/73 Droughty Point Road, Rokeby, TAS, 7018"
19,https://www.cleanaway.com.au/contact-us/our-locations/?pg=19,https://www.cleanaway.com.au/location/roma/,Cleanaway Roma Industrial Waste Services,"27 - 31 Linton Street, Roma, QLD, 4455"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/rutherford-2/,Cleanaway Rutherford Refinery,"11 Kyle St, Rutherford, NSW, 2320"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/rutherford/,Cleanaway Rutherford Waste Oil Collection Facility,"99 Kyle Street, Rutherford, NSW, 2320"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/cleanaway-ryde-resource-recovery-centre/,Cleanaway Ryde Resource Recovery Centre,"145 Wicks Road, Ryde. NSW 2116"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/seymour/,Cleanaway Seymour Solid Waste Service,"61 Emily Street, Seymour, VIC, 3660"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/shepparton/,Cleanaway Shepparton Solid Waste Services,"73 Old Dookie Road, Shepparton, VIC, 3630"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/welland/,Cleanaway Skips,"158 Frederick Street, Welland, SA, 5007"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/smythesdale/,Cleanaway Smythesdale,"1380 Glenelg Highway, Smythesdale, VIC, 3351"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/somersby/,Cleanaway Somersby Municipal Waste Collections Services,"75 Pile Rd, Somersby, NSW, 2250"
20,https://www.cleanaway.com.au/contact-us/our-locations/?pg=20,https://www.cleanaway.com.au/location/south-geelong/,Cleanaway South Geelong Resource Recovery Transfer Station,"22 Wood St, South Geelong VIC 3220"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/kempsey/,Cleanaway South Kempsey Solid Waste Services,"42 South Street, South Kempsey, NSW, 2440"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/south-windsor/,Cleanaway South Windsor Liquid Waste Services,"Corner of Blackman Crescent and Fairey road, South Windsor, NSW, 2756"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/bunbury/,Cleanaway Southwest Solid Waste Services,"Lot 171 Boyanup, Picton Rd,Picton, WA, 6229"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/st-marys/,Cleanaway St Marys Industrial Service and Technical Services,"42-46 Charles Street, St Marys, NSW, 2760"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/st-marys-liquid-waste-services/,Cleanaway St Marys Liquid Waste Services,"40 Christie Street, St Marys, NSW, 2760"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/stratford/,Cleanaway Stratford Liquid Waste Services,"63 Greenbank Rd, Stratford, QLD, 4870"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/sunshine-west/,Cleanaway Sunshine West Industrial Waste Services,"16 Industrial Drive, Sunshine West, VIC, 3013"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/cleanaway-swan-hill/,Cleanaway Swan Hill,"21 Quin Drive, Swan Hill, VIC, 3585"
21,https://www.cleanaway.com.au/contact-us/our-locations/?pg=21,https://www.cleanaway.com.au/location/sydney-olympic-park/,Cleanaway Sydney Olympic Park Industrial Waste Services,"cnr Hill Rd & Pondage Link, Sydney Olympic Park, NSW, 2127"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/tamworth-2/,Cleanaway Tamworth @Gunnedah Rd – Solid waste service,"31 Gunnedah Rd, Taminda, NSW, 2340"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/tamworth/,Cleanaway Tamworth Solid Waste Depot,"13 Anson Street, Taminda, NSW, 2340"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/thomastown/,Cleanaway Thomastown Grease Trap Services,"11 Chaffey Street, Thomastown, VIC, 3074"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/thurla/,Cleanaway Thurla,"428 Magnum Avenue (Koorlong), Thurla, VIC, 3496"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/thurla-solid-waste-services/,Cleanaway Thurla Solid Waste Services,"428 Magnum Avenue (Koorlong), Thurla, VIC, 3496"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/toowoomba/,Cleanaway Toowoomba Liquid & Technical Waste Services,"27-35 Wilkinson St, Toowoomba, QLD, 4350"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/townsville-nqrr/,Cleanaway Townsville NQRR,"96-102 Enterprise Street, Bohle, QLD, 4818"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/tullamarine/,Cleanaway Tullamarine Solid Waste Depot,"206-300 Western Avenue, Tullamarine, VIC, 3043"
22,https://www.cleanaway.com.au/contact-us/our-locations/?pg=22,https://www.cleanaway.com.au/location/industrial-road-unanderra/,Cleanaway Unanderra Medical Waste Services,"10-14 Industrial Road, Unanderra, NSW, 2526"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/unanderra/,Cleanaway Unanderra Solid Waste Depot,"5 Charcoal Close, Unanderra, NSW, 2526"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/unanderra-3/,Cleanaway Unanderra Waynote Place Industrial Services,"10-12 Waynote Place, Unanderra, NSW, 2526"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/wagga-wagga/,Cleanaway Wagga Wagga Depot,"9 Schiller Street, Wagga Wagga NSW 2650 Australia"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/warooka-sa/,Cleanaway Warooka Waste Transfer Station & Recycling Centre,"Tuckokcowie Road, Warooka, SA, 5577"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/warrnambool/,Cleanaway Warrnambool Bin Hire & Waste Drop Off,"355 Koroit Street, Warrnambool VIC 3280"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/wetherill-park/,Cleanaway Wetherill Park Waste Motor Oil Recycling,"6 Davis Road/2 Wenban Place, Wetherill Park, NSW, 2164"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/whyalla-one-steel-cleanaway/,Cleanaway Whyalla One Steel Industrial Waste Services,"27 Bowers Court, Whyalla Barson, SA, 5601"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/whyalla/,Cleanaway Whyalla Playford Liquid Waste Services,"132B Norrie Avenue, Whyalla, SA, 5600"
23,https://www.cleanaway.com.au/contact-us/our-locations/?pg=23,https://www.cleanaway.com.au/location/willawong/,Cleanaway Willawong Recycling & Transfer Station,"343 Bowhill Road, Willawong, QLD, 4068"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/wingfield-2/,Cleanaway Wingfield Liquid Waste Services,"20 George Street, Wingfield, SA, 5013"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/wingfield/,Cleanaway Wingfield Resource Recovery Centre,"Hanson Road, Wingfield, SA 5013"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/wodonga/,Cleanaway Wodonga Industrial Waste Services,"2/9 Romet Road, Wodonga, VIC, 3690"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/wyong/,Cleanaway Wyong Solid Waste Depot,"1 Amsterdam Circuit, Wyong, NSW, 2259"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/yatala/,Cleanaway Yatala Liquid Waste Services,"29 Binary St, Yatala, QLD, 4207"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/young-nsw/,Cleanaway Young Solid Waste Services,"20 Chillingworks Rd, Young, NSW, 2594"
24,https://www.cleanaway.com.au/contact-us/our-locations/?pg=24,https://www.cleanaway.com.au/location/melbourne-energy-and-resource-centre/,Melbourne Energy and Resource Centre,"510 Summerhill Road, Wollert VIC 3750"
